Location,WaitTime,MealRating,ServerFriendliness,OrderAccurate,WillReturn
Location B,17.06014106883464,3,6.098106818548714,Yes,Yes
Location B,17.055143803648836,3,5.538599173609043,Yes,Yes
Location B,17.06019074522419,5,3.3754412293221616,Yes,Yes
Location B,30.410925962618883,4,2.8746904294678433,Yes,No
Location B,17.28356204277267,2,3.3375404145718592,Yes,Yes
Location B,19.542262560722396,3,6.55665812244043,Yes,Yes
Location B,18.81600705397281,4,5.841842504787297,Yes,No
Location B,17.60556500522319,4,3.0394318035850736,Yes,No
Location B,13.738923021438618,3,7.291835651587622,Yes,Yes
Location B,18.03587688197307,5,8.74861902635819,Yes,Yes
Location B,11.908699141849713,3,4.803012766567329,Yes,Yes
Location B,14.052725573039965,3,2.518036285263252,Yes,Yes
Location B,13.058545808683586,2,4.581747230196175,Yes,Yes
Location B,15.32749655754529,2,7.708921253589388,Yes,Yes
Location B,24.258634266694035,5,7.097059717069548,Yes,No
Location B,7.530939229633008,4,4.155134627977042,Yes,Yes
Location B,17.745040761498053,3,9.042344275529484,Yes,Yes
Location B,8.549136515241393,5,8.696560131852797,Yes,Yes
Location B,13.112272536842266,2,4.533987873446717,Yes,Yes
Location B,19.355802387869463,3,4.513419994070066,Yes,Yes
Location B,15.25712007638185,4,4.814344125241021,Yes,Yes
Location B,10.689020888282776,2,4.985334449222908,Yes,No
Location B,12.138785162960128,2,7.901076015856887,Yes,Yes
Location B,17.7183909957387,2,6.850658120953188,Yes,Yes
Location B,12.078533473131454,5,7.754157538701175,Yes,Yes
Location B,15.8658343583279,4,7.3471302863734,Yes,Yes
Location B,15.182287359615255,3,9.429054136387464,Yes,Yes
Location B,12.393598609576731,5,3.881228912381719,Yes,Yes
Location B,23.5757763573013,5,6.760717060767832,Yes,Yes
Location B,17.535676089272044,5,1.6523574875306046,Yes,No
Location B,6.899429653369571,2,3.3660888518062833,Yes,Yes
Location B,15.745817259077711,4,5.8502932281303055,Yes,Yes
Location B,12.352854140926448,5,6.836413225509072,Yes,Yes
Location B,18.409733339184896,3,5.796368515940861,Yes,No
Location B,11.829917046269198,4,4.8656151623746435,No,Yes
Location B,14.541054234132403,3,5.221164245013925,Yes,Yes
Location B,17.01994911592183,4,8.738881952848208,Yes,Yes
Location B,18.463020776680487,3,5.231935644239719,Yes,Yes
Location B,10.198814371776894,2,9.498483244087055,Yes,Yes
Location B,13.661995056636206,5,7.588034147082267,Yes,Yes
Location B,13.100218755356176,3,6.915074692296461,No,Yes
Location B,12.386683069705153,4,3.612806179358009,Yes,Yes
Location B,22.061816961124386,5,7.870476322799254,Yes,No
Location B,16.61992684384382,5,5.012458844503001,Yes,Yes
Location B,9.956464182659818,4,3.6111204839886004,Yes,Yes
Location B,18.671447788219105,3,7.025687226158755,Yes,Yes
Location B,23.488624788050533,2,3.2241078788669206,Yes,No
Location B,19.12986104220459,2,4.475517075740836,Yes,Yes
Location B,8.922520136183946,3,5.979768177062177,Yes,No
Location B,13.063063708534994,5,10.0,Yes,Yes
Location B,20.06764459674649,5,4.626168488415025,Yes,Yes
Location B,12.169322137524876,5,5.08356696139885,Yes,No
Location B,16.775277712584913,5,7.464690108843291,Yes,Yes
Location B,18.098536213717345,3,3.523408623247908,Yes,Yes
Location B,11.292278113687669,5,6.885612762041831,No,No
Location B,14.7618985757528,4,8.411853615233175,Yes,Yes
Location B,2.0349306397237097,5,5.385810230577797,No,Yes
Location B,10.902449434662842,2,8.052308562793732,Yes,Yes
Location B,13.989727394427359,5,6.582899846423612,Yes,Yes
Location B,10.008867272140602,3,4.538636072392439,Yes,Yes
Location B,21.52964521572654,2,5.604390628206987,No,Yes
Location B,9.27943448815747,3,5.240485320039516,Yes,Yes
Location B,13.239822053212064,3,5.824723484367045,Yes,Yes
Location B,15.522962309144365,2,6.305435798439657,Yes,Yes
Location B,20.765093156264463,3,7.176399869943714,Yes,No
Location B,9.256551395282242,3,7.017336499174271,Yes,Yes
Location B,19.65265500861984,5,1.136572857475704,Yes,No
Location B,15.040932244078348,4,5.805383622455946,No,Yes
Location B,11.073965395808196,3,2.981156173186475,Yes,Yes
Location B,16.84841389705308,3,5.448545495065348,Yes,Yes
Location B,15.79623878229388,3,5.75242082437816,Yes,Yes
Location B,12.599132491364822,5,7.952296716169418,Yes,Yes
Location B,15.279208339960075,4,5.939769065799801,Yes,Yes
Location B,13.45874561255296,2,6.51843603668652,Yes,Yes
Location B,15.454069381004992,5,7.586112761314858,Yes,No
Location B,17.648522698084186,5,8.4555045196386,No,Yes
Location B,21.34406726458141,4,5.753972153286179,No,Yes
Location B,10.048738004692604,4,6.188358883360817,Yes,Yes
Location B,23.532133498625065,5,6.020046604484508,No,Yes
Location B,7.1916488019099925,2,4.9148020711378475,Yes,Yes
Location B,14.392859619857667,5,4.461769553115221,Yes,Yes
Location B,17.353268825938308,4,1.4562281671481294,Yes,No
Location B,16.12396747094013,2,3.8466781309513407,Yes,Yes
Location B,12.509201920717626,4,2.442738333580393,Yes,Yes
Location B,14.167510998570899,2,8.510396968906505,Yes,Yes
Location B,13.027996261364668,3,6.376832016594856,Yes,Yes
Location B,12.642540972223154,4,5.748122054106332,Yes,Yes
Location B,18.3984083880841,4,4.565029627837837,Yes,Yes
Location B,16.42806194386019,5,6.059558526469248,Yes,Yes
Location B,12.228361618957383,4,4.3040402446893316,No,Yes
Location B,18.598399501733002,4,6.348037113241207,Yes,Yes
Location B,16.229198083506436,3,6.491467965842707,Yes,Yes
Location B,18.25144847535584,4,4.277232595286512,Yes,Yes
Location B,17.518515367694448,3,4.239076070355188,Yes,Yes
Location B,11.684019956311712,3,7.924398709190235,Yes,Yes
Location B,12.759275839212123,3,5.894280091417399,Yes,No
Location B,17.989174420493047,3,4.437959141470219,Yes,No
Location B,17.44148106173386,2,5.258987396620962,No,No
Location B,14.916393624143408,5,3.9788118265867856,Yes,Yes
Location B,15.469309533235128,2,5.8656328386761665,Yes,Yes
Location B,20.110659583153698,4,7.663256615328937,Yes,Yes
Location B,12.63371444465668,2,5.944658664811477,No,No
Location B,17.18838952468015,2,10.0,Yes,Yes
Location B,14.191229390264423,4,6.842719136098003,Yes,No
Location B,14.12927518709112,4,6.459908895684425,Yes,No
Location B,19.39510740794876,4,4.183395738068389,Yes,Yes
Location B,18.30166539595212,2,5.5229331063146665,Yes,Yes
Location B,18.254038544002555,2,4.441972313932616,Yes,Yes
Location B,20.221915228617316,4,1.6687095431917527,Yes,No
Location B,15.084015366531036,5,7.9485244442576155,Yes,Yes
Location B,17.727811885179854,5,4.977098888899538,Yes,No
Location B,13.758932973626177,3,4.479199851333387,No,Yes
Location B,16.296665409953768,4,6.421140067916929,No,Yes
Location B,14.479427782529262,3,7.024999104443034,Yes,No
Location B,15.387983859970873,5,5.3584503341874425,Yes,Yes
Location B,17.380628101747654,3,5.994796664781964,Yes,Yes
Location B,11.72711726706611,4,7.492374814628806,Yes,Yes
Location B,23.369549102741843,4,5.279612810780105,Yes,Yes
Location B,10.975930474001192,4,6.604667483526668,Yes,Yes
Location B,10.143245548849071,2,2.6815107632216995,Yes,Yes
Location B,19.63244349400027,3,3.5173620031445028,No,No
Location B,18.166650775851743,5,7.211079556160808,Yes,No
Location B,17.49647926820862,5,3.412882721665403,Yes,Yes
Location B,17.51338203705712,5,6.468275094226592,Yes,Yes
Location B,14.951012908612341,2,5.706002435605854,Yes,Yes
Location B,11.410982514056673,2,5.271065474959542,Yes,Yes
Location B,15.303218232774906,4,4.343074462064544,Yes,No
Location B,12.291353153951553,5,7.818680036210751,Yes,Yes
Location B,18.900478933671003,2,9.45978230903967,Yes,Yes
Location B,14.411770473991446,4,6.600384325200389,Yes,Yes
Location B,11.698011212829954,5,6.644981431345634,Yes,Yes
Location B,13.714456633388027,3,4.635338740285012,Yes,Yes
Location B,16.6517258171025,4,3.6078055363512402,Yes,Yes
Location B,12.745101788784101,2,5.920522190387651,Yes,Yes
Location B,11.711118417734275,2,4.052500704083848,Yes,Yes
Location B,15.97474884596765,4,2.4547797433683565,Yes,Yes
Location B,15.979866284434891,4,7.606891624731165,Yes,Yes
Location B,12.972227298515481,2,7.704333576503666,Yes,Yes
Location B,13.11584677752671,3,4.282322454093811,Yes,Yes
Location B,15.928199749430545,5,6.487928642558488,No,Yes
Location B,9.207662634010703,3,8.003904535583533,Yes,Yes
Location B,9.370144902493779,4,6.410053374123758,No,Yes
Location B,12.126223114990257,3,3.613690707802533,No,Yes
Location B,14.146211393152612,2,5.534213173525803,Yes,No
Location B,16.243630262392017,4,8.653618840083983,Yes,No
Location B,20.90142486779821,5,6.4940532872102255,Yes,Yes
Location B,18.43063849280808,2,7.078264206365611,Yes,No
Location B,14.36024588014629,2,6.683258438738228,Yes,Yes
Location B,14.923935168389244,5,4.288977284043494,Yes,Yes
Location B,10.989882541448765,5,4.758309561434714,Yes,Yes
Location B,14.92594745603044,3,6.677730314103485,Yes,Yes
Location B,13.845365444319446,4,7.633743560040816,Yes,Yes
Location B,16.29087424135236,5,8.199809901835765,Yes,Yes
Location B,11.691076225790708,5,4.283788910463613,No,Yes
Location B,17.077386056964688,4,6.866241069354388,Yes,Yes
Location B,21.13095565201031,5,8.374088223437953,Yes,Yes
Location B,14.56495940617257,5,4.025836459423955,Yes,No
Location B,16.606846888395765,3,8.973494271599549,Yes,Yes
Location B,17.76057596684445,2,9.277881654688379,No,Yes
Location B,13.395118112456656,2,10.0,Yes,Yes
Location B,15.896369927241667,2,6.461866881659989,No,Yes
Location B,15.05036960312718,2,6.472849352524897,Yes,Yes
Location B,15.390704394195327,5,7.653988778234636,Yes,Yes
Location B,11.907960864578135,4,7.595605346098833,Yes,Yes
Location B,15.09804069703577,4,8.252733721991211,Yes,Yes
Location B,16.9919931649818,3,7.5680663609302075,No,Yes
Location B,20.804574431180168,3,5.787876181923923,Yes,Yes
Location B,18.837083304340826,5,8.443994241947005,Yes,Yes
Location B,23.612729830046227,4,3.8574917006145486,Yes,Yes
Location B,11.930609748447802,4,6.011704673450753,Yes,Yes
Location B,18.489282546882713,2,9.127471232099598,Yes,Yes
Location B,15.733368022953407,5,3.499507003759361,Yes,No
Location B,23.75921173287069,5,4.645048686005674,Yes,No
Location B,11.766806858579393,2,7.343494582154583,Yes,No
Location B,11.641112631276895,5,6.7878239464723045,Yes,Yes
Location B,12.602429418223911,5,4.249949184687511,Yes,Yes
Location B,6.5044171027607725,3,5.167611994539719,Yes,Yes
Location B,12.896979913276956,4,3.6384358746993217,No,Yes
Location B,11.963469353785207,5,7.960969999041144,Yes,Yes
Location B,15.60157514590483,3,5.488237284658936,Yes,Yes
Location B,16.367023903108638,4,9.584311821521265,Yes,No
Location B,22.504683356863545,2,6.162200488080043,Yes,Yes
Location B,18.8016953527442,3,5.560519393194246,Yes,No
Location B,12.692385377350387,3,5.366356477416405,Yes,Yes
Location B,11.406341314606568,4,5.511600329615144,Yes,Yes
Location B,16.967676686026024,2,6.221642190267606,Yes,Yes
Location B,9.71906717191743,3,10.0,Yes,Yes
Location B,22.325835063417415,5,5.322280659801281,Yes,Yes
Location B,19.717760482885147,5,5.387293078457381,Yes,Yes
Location B,13.12329739158118,5,6.131187691366357,Yes,Yes
Location B,8.14746188363649,2,8.18054901268852,Yes,Yes
Location B,20.41548949666165,3,3.1580308778544417,Yes,No
Location B,14.541840618989529,5,6.910185473819291,Yes,No
Location B,19.951265247893847,2,4.365149647957676,Yes,No
Location C,12.027861706028165,4,6.106545377901898,Yes,Yes
Location C,17.003124885231134,3,4.012480115279088,Yes,Yes
Location C,20.026218498590914,2,1.0,Yes,No
Location C,20.23490296882371,2,5.739155205374971,Yes,Yes
Location C,17.74967264260378,1,5.722289540693737,Yes,Yes
Location C,23.114249661737492,1,3.8418393830411404,Yes,Yes
Location C,14.661897853087028,2,3.723312279713995,Yes,Yes
Location C,19.288102574893532,4,2.377254549824695,Yes,Yes
Location C,20.601478158559495,4,6.546199883077743,Yes,Yes
Location C,22.572194170293745,3,6.764431564933616,Yes,Yes
Location C,23.55807439044445,4,3.2418982296482204,Yes,Yes
Location C,14.376789540810654,1,3.9201310809222987,No,Yes
Location C,12.329429146321889,1,4.873421757722073,Yes,Yes
Location C,26.388384109492545,4,9.541730562071093,Yes,Yes
Location C,21.661570059897958,1,6.090243495177864,Yes,Yes
Location C,16.25756731721723,2,3.113168969983241,Yes,Yes
Location C,27.755759877612615,2,5.607560618981011,Yes,Yes
Location C,20.578373171464293,4,2.2466169187238365,Yes,Yes
Location C,25.896485920319133,2,6.435980619832342,Yes,Yes
Location C,20.337592407050543,2,8.351094787088972,Yes,Yes
Location C,30.303739624409936,3,8.359583370167917,Yes,No
Location C,28.77670421221602,3,6.469787006948677,Yes,Yes
Location C,18.75517925760463,2,3.8331752882637407,Yes,Yes
Location C,24.85785475477178,4,2.3981964869717483,No,Yes
Location C,23.226879747925736,3,2.1995899132617818,Yes,Yes
Location C,26.843157787661745,1,1.0,Yes,Yes
Location C,15.175382697099478,1,6.387711526015843,Yes,Yes
Location C,23.430257299992196,1,4.794328959551201,Yes,No
Location C,25.29212243424794,4,6.818432332906255,Yes,Yes
Location C,11.206302567884428,2,7.856062970469576,Yes,Yes
Location C,14.083707436671125,1,5.19981108780482,Yes,Yes
Location C,9.803839111199498,4,5.2919232194263,Yes,No
Location C,18.652965827777212,3,4.071359311005067,No,Yes
Location C,23.58771127897981,2,4.307831165655184,Yes,No
Location C,27.51178526048014,3,6.456939824945868,Yes,Yes
Location C,20.370473902098876,4,4.651249939269379,Yes,No
Location C,28.143077727856458,1,4.361984666494353,Yes,No
Location C,13.099492708925542,1,4.963366281114298,Yes,Yes
Location C,11.483087803224226,4,6.772660392123179,No,Yes
Location C,19.722261505516904,1,3.6146768843397945,Yes,Yes
Location C,21.920327244696537,2,4.866942964895935,Yes,Yes
Location C,19.836526259529535,4,5.49055567555686,Yes,No
Location C,9.662789499800617,3,7.320443807170479,Yes,Yes
Location C,19.55439980243606,4,4.521406446401162,Yes,Yes
Location C,13.477652497475734,2,3.5643532278965555,Yes,Yes
Location C,23.348362744150194,2,4.031278111455289,Yes,No
Location C,21.83299123048424,4,7.106114866030758,Yes,Yes
Location C,15.300601068363225,4,9.066610597206928,Yes,Yes
Location C,17.430665413316532,1,2.3724843726279343,Yes,Yes
Location C,14.703932390555241,2,2.8093967698602857,Yes,No
Location C,19.68660451363414,4,4.66240642659571,Yes,Yes
Location C,24.775711602506192,4,5.221912192136087,Yes,Yes
Location C,15.071369768322281,2,6.573939131109991,Yes,Yes
Location C,22.520232577589223,4,3.2177339827970273,Yes,Yes
Location C,17.348711908137794,1,2.8737819267010716,No,Yes
Location C,16.03563583868828,2,5.27617430626726,Yes,No
Location C,19.464848200227213,1,4.483198559585663,Yes,No
Location C,14.823788387903129,1,6.85344199554305,Yes,Yes
Location C,17.23175347326409,1,5.974719606380767,Yes,No
Location C,14.010610537055758,1,6.110758695266438,Yes,Yes
Location C,29.823625664581947,2,4.791037307246267,Yes,No
Location C,20.176317759858645,1,9.711160517136411,No,No
Location C,16.50137246003707,1,3.3245040368124803,Yes,Yes
Location C,21.06989955367111,4,6.22161966750955,Yes,No
Location C,19.43835975154585,2,2.4606200258537854,Yes,Yes
Location C,18.895152002333884,2,2.8530646445210954,Yes,Yes
Location C,23.070833500217127,3,3.78530880246909,Yes,Yes
Location C,23.787538550236526,2,8.258646673236052,Yes,Yes
Location C,17.34749426194736,2,5.527788860908038,Yes,No
Location C,17.1209087967766,3,3.8190438629112498,No,No
Location C,18.62474151424178,2,5.748872651909147,Yes,Yes
Location C,8.490394176322075,2,5.0702957628490175,Yes,No
